30
0,1,2
10,27,29
7,8,21
4,6,28
21,28,29
8,9,26
10,28,29
2,3,24
7,8,22
1,2,21
7,9,21
4,6,29
8,9,27
2,3,25
7,8,23
4,7,8
7,9,22
1,2,22
8,9,28
2,4,6
7,9,23
4,7,9
0,2,4
2,3,26
7,8,24
8,9,29
1,2,23
2,4,7
7,9,24
5,6,8
4,8,9
7,8,25
0,2,5
3,7,8
1,2,24
5,6,9
7,9,25
4,8,10
7,8,26
2,5,6
3,7,9
1,2,25
0,3,4
2,4,8
0,2,6
5,6,10
3,7,10
4,8,11
2,5,7
7,8,27
3,8,9
2,4,9
4,9,10
1,2,26
0,3,5
5,6,11
3,7,11
4,8,12
2,6,7
4,9,11
2,4,10
3,8,10
4,8,13
3,7,12
1,2,27
5,6,12
2,5,8
0,3,7
2,4,11
3,8,11
7,8,28
4,9,12
2,6,8
4,10,11
3,9,10
1,2,28
2,5,9
2,4,12
3,9,11
2,6,9
2,7,8
4,9,13
4,10,12
3,8,12
7,8,29
2,4,13
3,7,14
1,2,29
2,5,10
2,6,10
3,10,11
3,8,13
4,11,12
2,4,14
2,5,11
3,7,15
3,10,12
2,6,11
4,9,14
2,7,9
2,8,9
3,8,14
3,7,16
2,5,12
3,10,13
2,6,12
4,9,15
3,8,15
2,7,10
3,11,12
4,12,13
2,6,13
3,10,14
2,5,13
4,9,16
2,7,11
3,8,16
4,12,14
3,7,18
2,9,10
3,11,13
2,6,14
2,7,12
2,5,14
3,7,19
4,9,17
3,8,17
3,12,13
2,9,11
3,11,14
2,6,15
3,12,14
4,9,18
2,9,12
4,13,15
3,11,15
3,8,18
2,5,15
2,6,16
2,8,11
2,7,14
3,12,15
4,9,19
2,9,13
3,11,16
2,5,16
4,14,15
2,8,12
2,6,17
2,9,14
4,9,20
2,7,15
3,13,15
3,11,17
2,5,17
4,14,16
2,6,18
2,9,15
3,12,17
2,7,16
2,8,13
4,9,21
3,8,19
4,13,16
4,14,17
3,11,18
2,6,19
2,9,16
3,14,15
4,15,16
2,8,14
4,13,17
3,11,19
4,14,18
4,15,17
3,14,16
2,9,17
2,8,15
3,8,20
4,9,22
4,13,18
2,6,20
2,7,19
3,12,18
2,9,18
4,14,19
3,14,17
2,8,16
4,16,17
3,8,21
3,15,16
4,9,23
4,14,20
4,16,18
2,9,19
2,8,17
3,8,22
3,15,17
3,14,18
2,7,21
4,14,21
4,9,24
3,12,20
2,9,20
3,8,23
3,15,18
3,14,19
4,14,22
4,9,25
3,16,17
4,17,18
3,8,24
3,15,19
2,9,21
2,8,19
3,16,18
4,9,26
4,17,19
4,14,23
3,14,20
4,16,20
3,8,25
3,15,20
2,9,22
2,8,20
3,12,21
4,17,20
3,17,18
3,14,21
3,15,21
2,9,23
4,18,19
3,16,20
2,8,21
4,17,21
3,17,19
4,16,21
3,8,26
3,15,22
4,18,20
2,8,22
3,14,22
3,16,21
3,12,23
3,8,27
4,17,22
3,17,20
3,18,19
3,15,23
2,8,23
4,18,21
3,14,23
4,19,20
4,17,23
3,17,21
3,18,20
3,8,28
3,15,24
3,14,24
4,18,22
4,17,24
2,8,24
3,12,25
4,19,21
3,19,20
3,17,22
3,16,23
3,15,25
4,18,23
3,14,25
4,20,21
4,17,25
3,19,21
3,17,23
3,12,26
4,18,24
3,14,26
3,15,26
4,19,23
2,8,26
4,17,26
3,17,24
3,12,27
3,14,27
4,20,22
3,20,21
4,21,22
2,8,27
4,17,27
4,18,26
3,12,28
3,14,28
3,20,22
4,20,23
3,19,23
4,21,23
2,8,28
4,17,28
3,17,25
4,19,25
4,18,27
4,20,24
3,12,29
3,20,23
4,21,24
4,19,26
3,21,22
4,18,28
4,17,29
4,22,23
3,17,26
4,20,25
3,20,24
4,21,25
4,18,29
4,19,27
3,17,27
3,21,23
2,8,29
3,20,25
4,19,28
4,22,25
3,21,24
4,21,26
4,23,24
3,19,25
3,20,26
3,17,28
4,22,26
4,19,29
3,22,23
3,21,25
4,21,27
4,23,25
3,20,27
3,19,26
4,22,27
3,17,29
3,21,26
4,23,26
4,21,28
3,19,27
3,20,28
4,22,28
4,20,26
4,24,25
3,22,25
4,21,29
4,23,27
3,23,24
3,20,29
3,19,28
4,20,27
4,24,26
3,22,26
4,22,29
4,23,28
3,21,27
4,20,28
3,19,29
3,22,27
3,23,25
4,24,27
4,25,26
3,21,28
4,23,29
3,23,26
4,20,29
3,22,28
4,24,28
3,21,29
3,24,25
4,25,27
3,16,25
3,15,27
3,23,27
3,24,26
4,24,29
3,22,29
3,16,26
4,25,28
3,15,28
4,26,27
3,18,21
3,23,28
3,8,29
4,25,29
3,15,29
3,25,26
3,16,27
3,23,29
3,18,22
4,26,28
3,24,27
3,25,27
4,27,28
3,16,28
2,9,24
3,24,28
3,25,28
3,18,23
4,26,29
3,16,29
4,16,23
3,26,27
2,9,25
3,24,29
3,25,29
3,18,24
4,27,29
4,9,27
4,14,24
3,26,28
2,9,26
4,28,29
3,26,29
4,14,25
4,9,28
2,7,22
3,27,28
2,6,21
2,9,27
4,13,19
3,18,26
2,7,23
4,16,25
2,6,22
4,9,29
4,13,20
2,9,28
3,18,27
3,27,29
2,7,24
4,14,26
2,6,23
4,15,18
4,13,21
2,9,29
3,18,28
3,28,29
4,16,26
4,14,27
2,7,25
4,15,19
2,6,24
3,18,29
4,16,27
2,7,26
4,13,22
4,14,28
2,5,18
3,11,20
4,15,20
2,6,25
4,16,28
3,13,16
3,11,21
2,7,27
2,6,26
4,15,21
4,13,23
2,5,19
3,7,21
4,12,15
3,10,15
3,11,22
2,7,28
3,13,17
4,15,22
4,13,24
2,5,20
3,10,16
3,11,23
2,6,27
3,7,22
4,16,29
2,4,15
4,15,23
4,13,25
2,7,29
3,10,17
3,7,23
3,11,24
2,10,11
2,6,28
2,5,21
4,12,17
4,13,26
4,15,24
2,4,16
3,11,25
4,12,18
2,10,12
3,7,24
2,6,29
2,5,22
3,13,18
2,4,17
2,10,13
3,11,26
4,13,27
2,5,23
2,11,12
3,7,25
4,15,25
3,10,19
3,13,19
2,4,18
2,10,14
4,12,20
4,15,26
2,11,13
2,5,24
3,7,26
4,13,28
2,4,19
3,13,20
2,10,15
4,12,21
3,11,27
3,10,20
4,11,13
4,15,27
3,7,27
2,12,13
4,13,29
2,4,20
3,10,21
3,13,21
3,11,28
4,11,14
2,10,16
2,12,14
4,15,28
3,7,28
2,4,21
3,13,22
3,10,22
4,11,15
2,10,17
3,11,29
4,12,23
4,15,29
2,5,25
3,7,29
2,12,15
2,4,22
3,10,23
4,11,16
2,13,15
2,5,26
3,13,23
2,4,23
3,10,24
4,12,25
4,11,17
2,11,14
2,5,27
2,4,24
2,12,17
3,13,24
2,10,19
2,13,16
4,11,18
4,12,26
4,10,13
2,11,15
2,4,25
2,5,28
3,9,12
2,10,20
2,13,17
2,14,15
4,10,14
4,12,27
2,11,16
2,5,29
4,11,19
2,4,26
3,13,25
3,10,26
2,13,18
2,14,16
2,10,21
3,9,13
2,11,17
3,10,27
2,4,27
3,13,26
2,14,17
2,13,19
4,11,20
4,12,28
4,10,15
2,15,16
2,11,18
3,9,14
2,12,18
2,4,28
4,12,29
2,13,20
2,10,22
4,10,16
2,15,17
2,11,19
3,9,15
4,11,21
2,14,18
3,13,27
2,10,23
2,4,29
2,13,21
2,11,20
3,10,28
2,15,18
3,9,16
2,10,24
3,13,28
2,13,22
2,14,19
2,15,19
3,10,29
2,11,21
2,12,20
2,16,17
3,13,29
3,9,17
4,11,22
4,10,17
0,3,8
2,14,20
2,11,22
2,12,21
3,9,18
2,16,18
2,14,21
0,3,9
4,11,23
2,13,23
2,10,26
2,15,20
3,9,19
4,10,19
4,11,24
0,3,10
2,13,24
2,14,22
2,15,21
2,12,23
2,10,27
2,11,23
4,10,20
3,9,20
2,16,20
2,13,25
0,3,11
2,15,22
2,14,23
4,11,25
2,10,28
2,17,18
2,11,24
4,10,21
3,9,21
2,16,21
2,13,26
2,10,29
2,15,23
2,14,24
2,17,19
2,11,25
2,12,25
2,13,27
0,3,13
3,9,22
4,10,22
2,14,25
2,18,19
2,15,24
2,17,20
2,11,26
2,16,23
0,3,14
2,13,28
3,9,23
2,12,26
4,10,23
2,18,20
2,11,27
2,15,25
2,17,21
2,14,26
3,9,24
2,13,29
4,10,24
2,12,27
2,11,28
0,3,15
2,15,26
2,18,21
2,19,20
3,9,25
2,14,27
2,16,25
2,11,29
2,12,28
2,18,22
2,19,21
3,9,26
2,14,28
2,17,22
2,15,27
2,12,29
0,3,17
4,10,26
2,18,23
3,9,27
2,20,21
2,17,23
2,15,28
2,16,26
3,9,28
2,18,24
0,3,18
2,20,22
2,19,23
4,10,27
2,15,29
4,11,26
2,17,24
4,8,14
2,16,27
2,20,23
3,9,29
4,10,28
2,17,25
2,21,22
2,16,28
2,18,26
4,8,15
2,20,24
4,11,27
2,19,25
2,17,26
2,21,23
2,16,29
4,10,29
4,8,16
2,18,27
4,11,28
2,19,26
0,3,20
2,20,25
2,17,27
2,21,24
5,6,13
2,22,23
4,8,17
2,18,28
2,19,27
2,20,26
0,3,21
4,11,29
2,17,28
5,6,14
2,18,29
4,8,18
2,20,27
2,19,28
2,21,25
2,17,29
0,2,7
5,6,15
0,3,23
2,20,28
2,21,26
0,2,8
2,22,25
2,20,29
5,6,16
2,19,29
2,23,24
4,8,19
0,2,9
2,23,25
2,21,27
2,22,26
5,6,17
4,8,20
0,2,10
2,23,26
2,24,25
0,3,25
7,9,26
4,7,10
5,6,18
4,8,21
0,4,5
2,22,27
4,7,11
2,23,27
0,3,26
4,8,22
5,6,19
0,4,6
7,9,27
0,2,11
2,24,26
2,21,28
4,7,12
2,3,27
4,8,23
0,3,27
7,9,28
2,24,27
2,25,26
0,5,6
2,3,28
2,21,29
4,8,24
0,3,28
2,25,27
7,9,29
5,6,20
2,24,28
4,7,14
0,5,7
0,2,13
4,8,25
0,3,29
2,3,29
5,6,21
2,25,28
2,24,29
4,7,15
2,26,27
0,5,8
0,6,7
5,6,22
4,8,26
2,25,29
2,26,28
4,7,16
0,2,14
0,5,9
0,6,8
5,6,23
4,8,27
2,27,28
2,26,29
0,2,15
5,6,24
0,6,9
0,5,10
4,8,28
0,4,7
0,7,8
4,7,18
5,6,25
0,6,10
2,27,29
0,4,8
4,7,19
0,7,9
4,8,29
0,2,17
0,5,11
5,6,26
0,6,11
2,28,29
0,4,9
0,7,10
0,2,18
5,6,27
0,4,10
0,8,9
0,7,11
0,5,13
4,7,21
0,4,11
5,6,28
2,23,28
0,6,13
0,2,20
4,7,22
0,8,10
0,5,14
1,3,5
2,22,28
5,6,29
0,6,14
0,2,21
0,5,15
4,7,23
0,9,10
0,8,11
2,22,29
0,6,15
0,9,11
0,7,14
4,7,24
0,4,13
2,23,29
1,3,7
0,8,13
0,7,15
0,2,23
0,5,17
0,10,11
1,3,8
0,6,17
0,8,14
0,9,13
0,5,18
4,7,25
0,4,14
1,3,9
0,6,18
0,8,15
0,2,25
0,9,14
0,10,13
0,4,15
1,3,10
4,7,26
0,7,18
0,5,20
0,2,26
0,10,14
1,3,11
0,8,17
0,9,15
0,6,20
0,5,21
0,2,27
0,11,13
4,7,27
0,10,15
1,3,12
0,8,18
0,6,21
0,2,28
0,9,17
4,7,28
0,11,14
1,3,13
0,4,17
0,7,21
0,5,23
0,11,15
0,10,17
0,2,29
0,8,20
4,7,29
1,3,14
0,6,23
0,4,18
0,9,18
0,8,21
1,3,15
0,13,15
0,11,17
0,5,25
1,3,16
0,4,20
0,7,23
0,9,20
0,10,20
0,5,26
1,3,17
0,6,25
0,4,21
0,9,21
0,10,21
0,14,15
0,5,27
0,13,17
0,8,23
0,6,26
1,3,18
0,11,18
0,7,25
0,5,28
0,13,18
0,6,27
0,7,26
0,9,23
0,5,29
1,3,19
0,4,23
0,10,23
0,8,25
0,14,17
0,7,27
0,15,17
0,13,20
0,11,20
1,3,20
0,8,26
0,14,18
0,9,25
0,7,28
0,15,18
0,11,21
0,13,21
0,8,27
1,3,21
0,4,25
0,9,26
0,6,28
0,7,29
0,8,28
0,14,20
0,15,20
0,9,27
0,6,29
0,11,23
0,10,26
0,4,26
0,8,29
0,14,21
1,3,22
0,13,23
0,15,21
0,9,28
0,4,27
0,10,27
1,3,23
0,11,25
0,9,29
0,10,28
0,4,28
0,17,18
1,3,24
0,15,23
0,13,25
0,14,23
0,11,26
0,10,29
0,4,29
1,3,25
0,13,26
0,11,27
0,15,25
1,3,26
0,17,20
0,13,27
0,14,25
0,11,28
1,3,27
0,17,21
0,15,26
0,13,28
0,14,26
0,11,29
0,18,20
1,3,28
0,15,27
0,14,27
0,13,29
0,18,21
1,3,29
0,17,23
0,15,28
0,14,28
0,15,29
0,18,23
0,17,25
0,20,21
0,17,26
0,17,27
0,18,26
0,17,28
0,20,23
0,18,27
0,17,29
0,21,23
0,18,28
0,20,25
0,18,29
0,20,26
0,21,25
0,20,27
0,21,26
0,20,28
0,21,27
0,20,29
0,21,28
0,23,25
0,21,29
0,23,26
0,23,27
0,23,28
0,23,29
0,25,26
0,25,27
0,25,28
0,26,27
0,25,29
0,26,28
0,26,29
0,27,28
0,27,29
0,28,29
